"Subject","Activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()","angle(tBodyAccMean,gravity)","angle(tBodyAccJerkMean),gravityMean)","angle(tBodyGyroMean,gravityMean)","angle(tBodyGyroJerkMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)"
1,"SITTING",0.261417632659574,-0.00140613311978723,-0.104545067787234,-0.977379374680851,-0.923415379361702,-0.939675515319149,0.815685315829787,0.19621778012766,0.322166630895745,-0.96852305106383,-0.936105593191489,-0.94911105787234,0.0775769950212766,-0.000613220934042554,-0.00375512050638298,-0.986643865106383,-0.981451672765957,-0.987885995319149,-0.0453669593638298,-0.0915588144255319,0.063275146106383,-0.97721297,-0.967087360212766,-0.942052389787234,-0.0935248717446809,-0.0389915712765957,-0.0458931326170213,-0.991698634893617,-0.989683773404255,-0.988059726170213,-0.948884382978723,-0.927210715957447,-0.948884382978723,-0.927210715957447,-0.987445949361702,-0.984165703617021,-0.931022178723404,-0.935499159361702,-0.992019619787234,-0.988572674680851,-0.979888539148936,-0.94448994,-0.95926190106383,-0.976505100851064,-0.91822888106383,-0.934543451702128,-0.0513682471234043,0.0978151600425532,0.230964757808511,-0.98683990212766,-0.981638683404255,-0.986077986170213,-0.987648864468085,-0.982615505957447,-0.988248981914894,0.259598233780851,0.0615583689170213,0.0856475124042553,-0.976261365319149,-0.976673500212766,-0.952055457659574,-0.977866992765957,-0.962789002765957,-0.944440008510638,0.179515908197021,0.0493435067446809,-0.0217949207446809,-0.947842805744681,-0.928621668510638,0.252545421255319,-0.985288846808511,-0.981688801276596,0.35190353387234,-0.959564660212766,-0.932854759574468,-0.0053182360787234,-0.989999382978723,-0.98738919,0.227593324468085,0.0277567960680851,0.0506502634893617,0.046934336212766,-0.0373348646191489,-0.57583221893617,-0.0571793456276596,-0.211359029361702
2,"SITTING",0.277310334782609,-0.0153677742608696,-0.109197010913043,-0.986625811956522,-0.950372250652174,-0.960371275,0.937612499782609,-0.117089465150957,0.197068432326087,-0.979638171086956,-0.956116096956522,-0.954894742391304,0.0721006961956522,0.0123401056193478,0.00919417430521739,-0.988094886086957,-0.97805862173913,-0.987367239782609,-0.0457490607391304,-0.0591339783565217,0.0406901751086957,-0.984563499347826,-0.978677946521739,-0.959285835217391,-0.0956000779782609,-0.0413125967173913,-0.04339201365,-0.98916233826087,-0.99068377673913,-0.985584850652174,-0.967893897391304,-0.95289518,-0.967893897391304,-0.95289518,-0.986793428913043,-0.984316500652174,-0.945715025,-0.95957222326087,-0.990945437608696,-0.989164188695652,-0.985599142608696,-0.957342509782609,-0.97010651173913,-0.987174095217391,-0.949595135217391,-0.957725098043478,0.075892313536087,0.142297073615217,0.13371154835,-0.987865605217391,-0.977218796086956,-0.984918923043478,-0.989525743695652,-0.980871032608696,-0.98848780673913,0.306024062323913,0.0204388553656522,0.0914014596608696,-0.98087037673913,-0.981756886521739,-0.95945492,-0.985831389130435,-0.977166389130435,-0.962992688478261,0.140100402608696,-0.183941121282609,0.044676698911087,-0.961064078913043,-0.955436330434783,0.135429785941304,-0.983706268695652,-0.983967981086956,0.269998983130435,-0.97028897826087,-0.959825300652174,-0.101701424695652,-0.989459769782609,-0.989199614565217,0.1746131698,0.0414662325078478,-0.0111174345043478,0.0544904510652174,-0.0390411700826087,-0.765870897608696,0.163778941130435,-0.117003510395652
3,"SITTING",0.257220211826923,-0.00305083703269231,-0.0994156382692308,-0.971244047884615,-0.858685655192308,-0.880888346153846,0.899930392692308,0.112463588476731,0.140279028307692,-0.957606438076923,-0.904479902692308,-0.9012463475,0.0724109905961538,0.00464562404230769,-0.00918903798365385,-0.974739302115385,-0.954285629230769,-0.975246041730769,-0.0391023024038462,-0.0781253440769231,0.0924136874184615,-0.965077133269231,-0.946265824038461,-0.927792177307692,-0.104044333769231,-0.0364501204115385,-0.0580328870532692,-0.972625706346154,-0.978997471923077,-0.974086808653846,-0.897919436346154,-0.872950937115385,-0.897919436346154,-0.872950937115385,-0.969672298076923,-0.966955530192308,-0.920321171346154,-0.926096083038462,-0.978357024423077,-0.976773443461538,-0.970491618461538,-0.894016917115385,-0.921669050192308,-0.9717869325,-0.851583645192308,-0.870655345,0.0162378072692308,-0.0303145558826923,0.0518754059230769,-0.975269912307692,-0.954867329615385,-0.971352165961539,-0.976458307884615,-0.957013360192308,-0.977824753076923,0.208089010288462,-0.109079253398077,-0.0342716378775,-0.957497356730769,-0.956751106730769,-0.935832694038462,-0.967587820384615,-0.941365125,-0.932017545576923,0.0372737356288462,-0.160063207007692,-0.0438403364326923,-0.905504474230769,-0.877401431153846,0.0295404387884615,-0.966385904038462,-0.966828881346154,0.281651015336538,-0.947042205,-0.926031362461538,-0.126866469461538,-0.978025755769231,-0.976517601730769,0.0703850919423077,0.0353471856192308,-0.00255864838096154,0.0726525622884615,-0.00392853767884615,-0.753172962692308,0.00381020496153846,-0.0792741846730769
4,"SITTING",0.27183621852,-0.006597384118,-0.10792977948,-0.9803369194,-0.88944272928,-0.930425233,0.8691955754,0.207527557776894,0.11179890062,-0.9813048164,-0.93300334966,-0.9501514098,0.08030204598,-0.0059111232794,-0.0154004176396,-0.9766524796,-0.945408693,-0.9791937688,-0.05217305242,-0.0886712185,0.0989601659,-0.9618752682,-0.9608065198,-0.926570966,-0.0936923656,-0.03910939494,-0.0474908413672,-0.9688727986,-0.9844978246,-0.9685836782,-0.9347295292,-0.9116727458,-0.9347295292,-0.9116727458,-0.9702101224,-0.963220037,-0.9224581964,-0.9212250372,-0.980238717,-0.9752868342,-0.9778542514,-0.906008631,-0.949979297,-0.9816655614,-0.888193079,-0.9253122674,0.011312100194,0.07536689976,0.01475143762,-0.9768296944,-0.9453366226,-0.9754915848,-0.9786155308,-0.9497099052,-0.9816415284,0.2251422451042,-0.069880953642,0.01918164391,-0.9524622922,-0.968754529,-0.93298866,-0.965170963,-0.9569842622,-0.9314058784,0.0990540616982,-0.383382240148,-0.1483550534,-0.9277323148,-0.9168531916,0.019372786458,-0.9629843644,-0.9624901436,0.24033023476,-0.9429315126,-0.9214125974,-0.1935271703,-0.9760761772,-0.9757195736,0.07946771916,-0.004705091016,-0.0158656415498,-0.000570811964000001,-0.0728100423,-0.7084006464,-0.06820372532,-0.0574960064036
5,"SITTING",0.273936757727273,-0.00955958861431818,-0.109763658561364,-0.981364407954545,-0.901860874659091,-0.919152451136364,0.880851502954545,0.166014781568182,0.144886561361364,-0.983170690681818,-0.93967810275,-0.945312912272727,0.0751133217272727,-0.00111374364318182,-0.00160892791081818,-0.975315577045455,-0.952786932045455,-0.973508215454545,-0.0407716944568182,-0.0841115688409091,0.0832160970909091,-0.960277769090909,-0.950726560909091,-0.938672215227273,-0.0852049294090909,-0.0420816803068182,-0.044567053675,-0.9651458225,-0.975455773636364,-0.964188006590909,-0.935794813181818,-0.914730507045455,-0.935794813181818,-0.914730507045455,-0.969281274318182,-0.965949262727273,-0.931572215454545,-0.925876844545454,-0.973553742045455,-0.969916350909091,-0.977890566363636,-0.919804320681818,-0.941074320681818,-0.983002316818182,-0.899568448281818,-0.9144263775,-0.0164629031704545,0.0639039381136364,0.0435431701295455,-0.97616715,-0.954224617954545,-0.9695172425,-0.976589014318182,-0.954483677045455,-0.976162665909091,0.0838243046681818,-0.140193147131818,-0.0524431844159091,-0.950549525,-0.956982120227273,-0.936849014090909,-0.963640879772727,-0.947806078409091,-0.945256225909091,0.120801947286364,-0.19423909715,0.0904172158409091,-0.931290200454545,-0.919813026363636,0.05802417975,-0.964761358181818,-0.966603743409091,0.253524919386364,-0.941735705,-0.928644326363636,-0.0130282245022727,-0.971465435454545,-0.969880387045455,0.0847326899127273,0.0220002744477273,-0.0116917028409091,-0.0374226434386364,-0.102179795975,-0.729678144090909,-0.0367866134090909,-0.0819899307954546
6,"SITTING",0.276551911090909,-0.0145114335836364,-0.110275329981818,-0.979876739090909,-0.922517638727273,-0.926029514363636,0.932634558363636,0.0607437737727273,0.0669954682621818,-0.988968359454545,-0.960747365090909,-0.956105149818182,0.0745671104496364,-0.000293822878363636,0.00552400648636364,-0.969781799272727,-0.945037179090909,-0.958648161272727,-0.038632379574,-0.0899633603096364,0.0862098502181818,-0.952917170727273,-0.943885331454545,-0.937308892,-0.0984184654909091,-0.0340693177843636,-0.0434146879523636,-0.94275026,-0.961586956181818,-0.958068616,-0.949376992181818,-0.930654487090909,-0.949376992181818,-0.930654487090909,-0.962840182363636,-0.947660986181818,-0.931053614181818,-0.914315099636364,-0.962722636181818,-0.949093620363636,-0.974885018727273,-0.927323522181818,-0.935588534909091,-0.982263369818182,-0.924463199636364,-0.926234413636364,0.00307883824727273,0.110418434410909,0.0920755483278182,-0.970775507818182,-0.946855248909091,-0.954235828,-0.971499336545455,-0.946928496,-0.961760520909091,0.0944926633550909,-0.16238052866,-0.0991606947236364,-0.933455211454545,-0.943532056,-0.931249493818182,-0.959525542363636,-0.944709964727273,-0.945677049454545,0.131405127781818,-0.128901294350909,0.0428004816563636,-0.934759355818182,-0.938809283636364,0.126337545607273,-0.947951790909091,-0.946602092363636,0.146493166909091,-0.923629334727273,-0.923200454909091,0.0327716982090909,-0.951253543454545,-0.949855643454545,0.0904821472709091,0.0116896755921818,-0.00601065915090909,0.0702585065574546,-0.00550031120727273,-0.780406093454545,0.0411760294927273,-0.02605203328
7,"SITTING",0.284452555416667,-0.01457968632875,-0.122920784916667,-0.97214198375,-0.908383951875,-0.8561999858125,0.968867399375,0.00034553973125,0.05969544193125,-0.956992742916667,-0.945067636041667,-0.868074640833333,0.0671352638958333,0.0120958678539583,0.015583611031875,-0.981473902708333,-0.968890149583333,-0.972213239583333,-0.04965843365875,-0.0339736908854167,0.02569673699375,-0.940310194791667,-0.943873287083333,-0.936579255,-0.0941955647166667,-0.0398157849791667,-0.0461917236875,-0.973464065625,-0.980647275625,-0.980589078333333,-0.917746664166667,-0.881054138729167,-0.917746664166667,-0.881054138729167,-0.97621194375,-0.969577817291667,-0.896795489375,-0.8965699925,-0.981211131875,-0.975596278333333,-0.97200792875,-0.930514813125,-0.904431570833333,-0.972433591041667,-0.903581880416667,-0.843726451666667,-0.0304861267458333,0.00741120970833333,-0.104063327041667,-0.981262116041667,-0.968860513333333,-0.968398412291667,-0.983524303333333,-0.971282440416667,-0.974732943541667,0.181077818154167,-0.0955797428520833,-0.0883575297083333,-0.9420379525,-0.956427507083333,-0.947143087083333,-0.941189245833333,-0.937987337916667,-0.939339353333333,-0.0764140931833333,-0.307817626666667,-0.03950151428125,-0.908150159583333,-0.8860839595,-0.0244649124375,-0.970352487291667,-0.9677304625,0.1717856669375,-0.932291115,-0.894139333958333,-0.156132916175,-0.978011039791667,-0.97439377625,0.0480857940833333,0.01675082351125,-0.05602315613125,-0.020778580875,-0.00354347529166667,-0.927018566875,0.0836464235833333,-0.0201178392895833
8,"SITTING",0.267598592934783,-0.00678351397391304,-0.105197163956522,-0.98033164326087,-0.928379138326087,-0.941415117173913,0.834562248695652,0.225399798586957,0.249703935913043,-0.967179163478261,-0.937701788978261,-0.937094112173913,0.0785258546304348,-0.00707303479691304,-0.0108360893417391,-0.987293030217391,-0.981772914130435,-0.98641942,-0.0547210861086957,-0.0953017572826087,0.0715653761739131,-0.984543409782609,-0.973776997173913,-0.961383707173913,-0.0925318404565217,-0.0397973236956522,-0.0447243671521739,-0.99337180673913,-0.990588576956522,-0.98719983173913,-0.953514599565217,-0.931856083891304,-0.953514599565217,-0.931856083891304,-0.987361732391304,-0.98285902326087,-0.9341247,-0.955111926304348,-0.993022477173913,-0.988663243478261,-0.982657313913043,-0.94533843,-0.960935864782609,-0.979472164347826,-0.924772510434783,-0.935830427826087,-0.164948770554348,0.108178435693478,0.0752250160869565,-0.986948680869565,-0.981143875,-0.984229920869565,-0.988972462173913,-0.984029200869565,-0.98722078,0.228176764608696,0.0626970906413043,0.0175734353152174,-0.982233977391304,-0.978549070652174,-0.963704172391304,-0.985354309565217,-0.971366426304348,-0.964195498913043,0.109521076084783,-0.255840183643478,-0.0304900061295652,-0.949708552391304,-0.933466975869565,0.127427824570435,-0.983012255652174,-0.981640728043478,0.3058816115,-0.967850479782609,-0.955043084130435,-0.155322161804348,-0.989448974565217,-0.988146537173913,0.157508512130435,0.0202950987413043,-0.0142815081630435,0.00536151339565218,-0.0245545232608696,-0.61882268826087,-0.076536089173913,-0.159510273347826
9,"SITTING",0.24808940554,-0.026439836906,-0.07494417336,-0.9566632238,-0.873798926,-0.82934955628,0.916140509,-0.0429016294138,0.08782589789,-0.9549802438,-0.9450906774,-0.88411791142,0.076873542674,0.008883887534,-0.009680572561,-0.9640653494,-0.9563668842,-0.9614026502,-0.042270828278,-0.04102811894,0.0805930850508,-0.9575173242,-0.9176271648,-0.928083524,-0.09242771404,-0.046920725512,-0.052783877634,-0.964002278,-0.9715932426,-0.9680576146,-0.8917588164,-0.8626264986,-0.8917588164,-0.8626264986,-0.963866732,-0.9513300632,-0.9013854318,-0.9050397552,-0.9729029034,-0.9660500912,-0.9588496186,-0.9104067006,-0.890561041,-0.9563353444,-0.86632337806,-0.815070670624,-0.121310591312,-0.116551455298,-0.1372521331546,-0.9651517132,-0.9575477536,-0.9569712092,-0.9662034156,-0.958210234,-0.9645263832,0.0160433806,-0.26471838867,-0.274217520286,-0.9488090134,-0.9388457528,-0.9387234582,-0.9603402718,-0.9087052234,-0.9321335202,-0.144256247228,-0.373728320912,-0.18935889062,-0.8967662304,-0.8681262732,-0.0886784579,-0.9525106194,-0.9490948744,0.1038948360614,-0.9333826624,-0.9048636814,-0.21124166293,-0.9680025656,-0.9657095026,0.032001945608,0.02414909788,-0.017559559946,0.00507476812,-0.1152658967,-0.80484261,0.114162239,-0.043703256312
10,"SITTING",0.270527995740741,-0.0148659386298148,-0.103181892240741,-0.982378792777778,-0.915907636074074,-0.96568652962963,0.792741223333333,-0.0443690375925926,0.198052643818519,-0.973091719074074,-0.935534566851852,-0.965870854259259,0.0774472096851852,0.00945308670555556,-0.00436609277481481,-0.988134392962963,-0.979051576296296,-0.987633727037037,-0.0431368233703704,-0.067010481462963,0.0744081233333333,-0.987382694444444,-0.98328220462963,-0.959744690925926,-0.0931455912962963,-0.041327192037037,-0.04856643054,-0.991116853333333,-0.992118637222222,-0.989659058888889,-0.959267176851852,-0.937619309444444,-0.959267176851852,-0.937619309444444,-0.987369091851852,-0.983504967592593,-0.942879507407407,-0.961435753148148,-0.993123235,-0.990885050925926,-0.984273116851852,-0.938595322962963,-0.973407148333333,-0.981790165185185,-0.9107907395,-0.963697720185185,-0.0816120503712963,0.0257212582240741,0.225509253756898,-0.988577881111111,-0.979488345185185,-0.985362966851852,-0.988784242962963,-0.980190987222222,-0.98856084462963,0.188230039666667,-0.0335482276627778,0.115648561262963,-0.984791989444444,-0.985249961481481,-0.964574948518519,-0.988287328518519,-0.982405892962963,-0.961823507962963,0.203234393166667,0.0525919961296296,-0.0815385487592593,-0.95364752537037,-0.939568626666667,0.215938470277778,-0.984481851851852,-0.981251139444444,0.30857728687037,-0.973116852962963,-0.960920051296296,-0.00224408035185185,-0.991503409074074,-0.990505329814815,0.330923268703704,0.0075903249537037,0.0558978017296296,-0.0124552847130926,-0.0477319474796296,-0.543886825555556,0.110984254685185,-0.118796173
11,"SITTING",0.276481521509434,-0.0148505890339623,-0.112442914377358,-0.98358515490566,-0.921852546037736,-0.968711998867924,0.872721945283019,0.20624804414717,0.184530607698113,-0.988076416792453,-0.949616582075472,-0.971784623207547,0.0764460939056604,7.4745685660377e-05,0.00855240720962264,-0.981270037169811,-0.967511744150943,-0.983487795849057,-0.0400287003584906,-0.075421623509434,0.0752512286415094,-0.987665710377359,-0.982823633018868,-0.953685253584906,-0.0947696787358491,-0.0389626502849057,-0.0523273555490566,-0.990321711320755,-0.98910373,-0.981500738679245,-0.962447696226415,-0.945293818301887,-0.962447696226415,-0.945293818301887,-0.979834350377358,-0.975442999811321,-0.952223817169811,-0.960212328867925,-0.989805682075472,-0.986753110377358,-0.982285305660377,-0.935284128113208,-0.973103762641509,-0.984170882075472,-0.920292995283019,-0.968258269245283,-0.048990278109434,0.0903019190132075,0.250676405264151,-0.981660559622642,-0.968218070377359,-0.981182018867925,-0.982586728679245,-0.969088303207547,-0.984383306037736,0.17599338995283,-0.0910539378320755,0.0736404763018868,-0.984446683962264,-0.983279006603774,-0.955458849622641,-0.988747086037736,-0.982662998113208,-0.957507648679245,0.106997121089434,-0.0982783106849057,-0.0439379699433962,-0.953787247358491,-0.94912014490566,0.202890810754717,-0.976127009433962,-0.973376780566038,0.197824212856604,-0.969998171320755,-0.960960422264151,-0.0463317819245283,-0.987746923207547,-0.986076304528302,0.14771569404717,-0.00822200261320755,-0.0343732760358491,0.0087448529245283,-0.0297704928584906,-0.664399673773585,-0.0635508388301887,-0.109179251660377
12,"SITTING",0.274857491960784,-0.0158208880876471,-0.106229576019608,-0.982920736666667,-0.931871607843137,-0.942218199411765,0.925398986862745,0.0733449750176471,0.086160486827451,-0.985118137058824,-0.964945237843137,-0.956972371568627,0.0772094104901961,0.0118728204466667,0.000534102861568627,-0.976785354705882,-0.964310859215686,-0.979783318627451,-0.0445473944509804,-0.0730665901215686,0.0721932395098039,-0.972231739411765,-0.961669044509804,-0.953802297254902,-0.0942440719803922,-0.0379475683921569,-0.0521383397490196,-0.976488192941177,-0.980053158039216,-0.977379073137255,-0.954304281372549,-0.948857168039216,-0.954304281372549,-0.948857168039216,-0.975126120588235,-0.973265428235294,-0.94080678372549,-0.945090520980392,-0.980450378627451,-0.978530623921569,-0.979938538431373,-0.944341824509804,-0.956599516666667,-0.984406213137255,-0.92985422372549,-0.93858862627451,0.0339750030162745,0.012065445727451,-0.0103835883509804,-0.977324760784314,-0.964497541568627,-0.976177403333333,-0.978333560980392,-0.966786752745098,-0.982139671764706,0.141844402641961,-0.0862777432156863,-0.0419603275254902,-0.966511180784314,-0.964869420392157,-0.957183405490196,-0.974119552941176,-0.960224002156863,-0.957061765294118,-0.0699699400882353,-0.182081330314314,-0.0684529217431373,-0.95680795,-0.952066153529412,0.0184491387254902,-0.972081015098039,-0.973687947647059,0.256055059186275,-0.957509691764706,-0.946649502352941,-0.11678167152549,-0.978813043529412,-0.979427872352941,0.16081175866451,0.0227738003666471,-0.0348207863980392,0.0869765117960784,-0.0164271316847059,-0.819763738235294,0.0318289282921569,-0.0405603389372549
13,"SITTING",0.274153617755102,-0.00569371470816326,-0.0981501489612245,-0.989346001836735,-0.937913033061225,-0.93666998244898,0.92381473755102,0.0915656605714286,0.0726088046734694,-0.98140418244898,-0.951353685918367,-0.930714329591837,0.0753346864816326,-0.00188851513504082,-0.0226726266167347,-0.992746837959184,-0.983851072653061,-0.987223747959184,-0.0370456294591837,-0.0908512901020408,0.0835057567426531,-0.981762075306122,-0.979027387959184,-0.965686448367347,-0.0960304698979592,-0.0414825315877551,-0.0449280970428571,-0.989878974285714,-0.991533213877551,-0.989661867959184,-0.957029060612245,-0.935840113877551,-0.957029060612245,-0.935840113877551,-0.989382483265306,-0.988061045102041,-0.949460722244898,-0.957548283061225,-0.992262162244898,-0.990429737755102,-0.989966300408163,-0.958680377346939,-0.954943409428571,-0.98918531755102,-0.932671223938776,-0.932000553673469,-0.0274816801959184,0.0231050933265306,0.133407130061224,-0.992599029183673,-0.983441623265306,-0.984822753877551,-0.993607514897959,-0.985601521020408,-0.988272896122449,0.25264906877551,-0.00371268478367347,0.0742698519959184,-0.97968600755102,-0.981873968367347,-0.967531939591837,-0.982546425306122,-0.977610506122449,-0.968221689795918,0.0697755576489796,-0.113287030346939,-3.89022275510198e-05,-0.955214098020408,-0.936540844081633,0.133881901708163,-0.98770032244898,-0.987461150408163,0.337908446959184,-0.969896402857143,-0.95734383877551,-0.00881124536122449,-0.990899101020408,-0.990113665306122,0.187667357285714,-0.025229601944898,0.00766797101836735,0.0325266424469388,-0.0178486911428571,-0.78066789244898,0.0189396607959184,-0.0301930618795918
14,"SITTING",0.279940882777778,-0.0086053292462963,-0.1004332595,-0.976256241296296,-0.914010482796296,-0.92274801037037,0.936346313148148,-0.0419066522092593,-0.0995545994074074,-0.976221640925926,-0.949959864555556,-0.93825870462963,0.0741727767407407,-0.00442708664737037,-0.0099377757762963,-0.981008859259259,-0.967750371111111,-0.976282370925926,-0.0440438586666667,-0.0713480739074074,0.0926876732777778,-0.980156292407407,-0.962126939814815,-0.952368953333333,-0.0920059185,-0.0429771131907407,-0.0522363712777778,-0.99006620537037,-0.986878203518519,-0.982751080925926,-0.94376434037037,-0.925400416481482,-0.94376434037037,-0.925400416481482,-0.976508221666667,-0.973637882777778,-0.942238412777778,-0.946951143518519,-0.988187531666667,-0.986961861296296,-0.976483947777778,-0.932207533703704,-0.944252851111111,-0.976217486111111,-0.910497156351852,-0.917564665666667,-0.159521690683333,-0.105307830794444,-0.0437209972703704,-0.981708980185185,-0.968923641111111,-0.972897143703704,-0.981994586296296,-0.968795007592593,-0.978337111666667,-0.00458771727407407,-0.2414998495,-0.14414266562963,-0.978024034814815,-0.969867178148148,-0.95676137537037,-0.980872369444444,-0.958317025740741,-0.955441511851852,-0.13372435739037,-0.33481986117037,-0.108392446598148,-0.940639204074074,-0.929031740740741,0.00312818866296296,-0.973181316296296,-0.973409026111111,0.207797502801852,-0.963326055,-0.946330789259259,-0.179306053555556,-0.987295854444444,-0.987102978518518,0.0784383953033333,0.0381147131407407,0.0171587932388889,-0.00016545172962963,-0.0685088026851852,-0.797710540185185,0.112414582666667,0.0927520712962963
15,"SITTING",0.272956338949153,-0.0118544810915254,-0.113931075915254,-0.987115787118644,-0.922216061525424,-0.948964064915254,0.89026173559322,0.201216988,0.00427345592305085,-0.982589278644068,-0.943372359491525,-0.952991707288136,0.0786089167457627,-0.00941675595932203,-0.00251266080091525,-0.988127384745763,-0.978267375423729,-0.987101834576271,-0.0384399450847458,-0.0800274230627119,0.0953671934067797,-0.986901254915254,-0.975916083728814,-0.964089035254237,-0.0960348799322034,-0.0389359724388136,-0.052050985740678,-0.992811931525424,-0.990464726101695,-0.988005627118644,-0.958502501355932,-0.937573424915254,-0.958502501355932,-0.937573424915254,-0.986166203728814,-0.984733671016949,-0.956886309491525,-0.962183302542373,-0.992236769830508,-0.98983162559322,-0.986633858813559,-0.938993588576271,-0.963100288135593,-0.987429522033898,-0.918844174576271,-0.945208705423729,0.00610252023220339,0.0889973181423729,0.139710362564407,-0.988052451355932,-0.978317188983051,-0.985019797627119,-0.989306463050847,-0.979822532542373,-0.987761458644068,0.24647529196978,0.00352871481355932,0.0408133859033898,-0.984987788644068,-0.979672673050847,-0.967173529661017,-0.987560336949153,-0.974114988474576,-0.966476392542373,0.104543308788814,-0.151728707945763,-0.0147733202271186,-0.949559561152542,-0.940714519152542,0.145146080628814,-0.984784882542373,-0.983369272542373,0.248203102916949,-0.97318455559322,-0.961935671694915,-0.0584348589288136,-0.990268766101695,-0.989639982542373,0.209850713567797,-0.00071990157786441,0.0044576197,0.0382672982033898,0.0185282694161017,-0.731386164745763,-0.059333865861017,0.0186073215135593
16,"SITTING",0.280883343188406,-0.0102280359637681,-0.0892453655797101,-0.987821609855073,-0.955801570289855,-0.941667137101449,0.941377919130435,-0.0870196187681159,0.0823792729449275,-0.980152749855073,-0.967951593043478,-0.94582959684058,0.0736455088115942,0.00670950275782609,-0.00828731630521739,-0.991611742608696,-0.982970204347826,-0.984231711884058,-0.0409218553724638,-0.055474688173913,0.0825650585391304,-0.983759697681159,-0.961747475507246,-0.969191367681159,-0.0963281410144928,-0.0435950325362319,-0.0543843742086957,-0.991400947391304,-0.991332887536232,-0.98970734115942,-0.963059970289855,-0.945143800724638,-0.963059970289855,-0.945143800724638,-0.988146801014493,-0.985051569275362,-0.949360675942029,-0.946138713188406,-0.993144694927536,-0.98993151826087,-0.988149567536232,-0.965453337391304,-0.961529767101449,-0.987842290869565,-0.953900729275362,-0.936498105507246,0.000184292657971015,0.154252862473913,0.136006991550725,-0.991715344347826,-0.982827442753623,-0.982013597101449,-0.992251817246377,-0.984414887246377,-0.985018296666667,0.215519361110145,-0.0238891900333333,0.017563511842029,-0.980515509130435,-0.969554511014493,-0.969643628695652,-0.984889246231884,-0.958070381304348,-0.972038851449275,0.141476506807971,-0.169953909921739,0.200685530913043,-0.962289098695652,-0.946134250695652,0.250934749144928,-0.985100533913044,-0.983972500724638,0.329458961782609,-0.959694796521739,-0.947060542318841,-0.00447923906956522,-0.990455948115942,-0.989626247536232,0.247165413530435,0.0141692546666667,-0.00205776604347826,0.0297169353942029,-0.00534913888405797,-0.796094695507246,0.143290513231884,-0.0362938141736232
